['701', 'describe', 'history', 'oil', 'industry'] GX272-04-9612328.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX240-55-7796098.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX263-87-11282641.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX233-58-3122862.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX259-11-8762140.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX251-57-0283196.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX233-86-13327098.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX261-41-15908124.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX004-20-13012991.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX253-87-7676575.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX009-65-1341648.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX252-41-16287275.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX038-84-6320243.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX054-57-15572874.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX261-82-16542534.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX251-76-3822891.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX227-53-8692184.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX262-22-16536810.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX260-95-12872975.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX254-07-14077045.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX035-29-12954471.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX265-65-6599134.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX262-85-11270874.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX266-45-15188139.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX267-73-6648868.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX252-53-6079400.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX008-18-14572161.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX046-56-1876649.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX271-24-0408195.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX239-16-8252202.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX050-74-11030248.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX264-48-1955357.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX261-63-10205899.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX249-94-9625890.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX261-03-9419964.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX263-20-14482567.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX049-19-9024443.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX270-08-14758096.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX247-14-9188425.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX262-22-9565249.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX254-03-4276629.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX257-83-11731196.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX247-44-2509657.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX257-76-4424064.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX047-92-10127926.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX046-93-6517576.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX225-79-13747494.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX006-52-4527411.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX004-05-11052588.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX248-71-7639808.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX263-65-0890549.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX095-61-11486545.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX270-85-12054178.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX231-29-9626020.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX271-54-14327502.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX233-64-13883688.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX255-77-14041569.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX236-53-4973472.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX270-15-16082579.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX070-77-5787454.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX265-12-14623521.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX036-36-8703297.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX130-84-16036993.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX238-62-14115984.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX033-74-11768205.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX254-46-5778137.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX231-21-8323038.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX230-97-9036191.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX008-94-16491289.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX270-35-6387160.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX269-97-3919248.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX229-65-4592581.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX272-59-12178479.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX255-22-16559181.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX016-66-7308971.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX002-14-3223648.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX248-11-12861896.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX023-29-12343827.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX270-81-7625954.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX236-90-9865580.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX128-56-10499569.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX272-60-0412374.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX064-43-9736582.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX254-09-12950315.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX254-08-3417325.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX268-93-9355463.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX024-64-10288263.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX268-73-5931894.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX058-88-6123989.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX262-08-5685957.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX267-83-13751015.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX260-85-9535842.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX235-34-3937239.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX244-77-13676750.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX012-52-3036515.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX264-34-1832360.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX030-35-15523356.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX263-53-9904447.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX238-98-0852494.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX046-71-7686865.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX118-01-0534056.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX233-70-4599777.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX044-61-16726360.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX256-78-10732355.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX004-76-11859934.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX256-10-1118243.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX257-90-0727927.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX009-12-13917830.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX249-88-14152126.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX039-72-3780566.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX011-93-2275298.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX272-04-8463845.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX266-77-14425785.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX260-61-15953151.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX235-00-5849063.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX015-59-0959338.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX243-56-3968925.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX236-24-13966223.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX245-22-3433326.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX239-96-8361148.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX012-62-8042090.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX004-68-5880898.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX263-65-0665025.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX038-61-12270163.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX270-47-8433846.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX074-32-8691606.txt
['723', 'governments', 'definition', 'executive', 'privilege'] GX245-11-11266161.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX016-66-7308971.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX022-62-5865865.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX259-74-16714984.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX002-08-1833669.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX232-42-5263350.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX118-01-0534056.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX054-57-15572874.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX225-79-13747494.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX094-24-5952201.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX046-71-7686865.txt
['724', 'iran', 'contra', 'scandal', 'consequences'] GX130-84-16036993.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX016-39-8735560.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX012-20-10609391.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX269-27-16279084.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX000-33-0298602.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX230-85-2364815.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX061-25-13981348.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX027-61-13947880.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX262-04-0023838.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX256-23-2922415.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX231-30-6588221.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX271-37-14516566.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX031-59-6482903.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX051-08-2365574.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX005-65-1397330.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX004-61-13204251.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX229-07-0547769.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX240-68-1184464.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX012-52-3036515.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX026-00-15557747.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX239-46-16733416.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX264-27-9780728.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX145-99-9783129.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX021-86-8197321.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX043-67-7049410.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX249-29-16459031.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX245-43-1916269.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX264-31-15929773.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX229-63-6911948.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX030-35-3028146.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX258-01-11110148.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX255-85-12134379.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX238-60-14205244.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX267-92-15184991.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX003-29-10711720.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX027-57-14746895.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX022-09-16188802.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX016-25-15804529.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX267-57-14720787.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX242-02-6590625.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX061-65-2728270.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX010-75-1336863.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX249-13-4025085.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX077-08-13502532.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX252-84-4889108.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX234-92-1174735.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX006-29-9238736.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX027-55-2509079.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX060-68-15727738.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX262-64-8669195.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX021-44-1932022.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX235-39-10549589.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX027-40-2005861.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX241-53-6692624.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX271-19-0518455.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX206-72-16638595.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX243-81-9212950.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX045-82-6771907.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX246-13-11532135.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX038-06-13278660.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX233-58-15999542.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX252-33-5528681.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX000-77-6847828.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX001-57-6099691.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX255-98-0143993.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX265-01-0529501.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX005-40-8515750.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX038-61-12270163.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX231-11-16749620.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX242-34-1417256.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX022-00-2202380.txt
['725', 'cause', 'lowered', 'white', 'blood', 'cell', 'count'] GX004-01-11989162.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX034-26-7627951.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX048-84-2667929.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX001-07-10752136.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX237-25-7779619.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX021-11-3873241.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX230-14-13301582.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX267-73-6648868.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX251-13-11915454.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX016-04-1437459.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX267-83-13751015.txt
['727', 'identify', 'specific', 'instances', 'church', 'arson'] GX243-35-11861587.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX230-49-12578389.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX259-84-3278847.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX141-85-0759327.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX007-37-4437362.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX252-61-7922284.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX236-53-14612817.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX015-24-4297483.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX001-43-11803200.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX247-01-6450973.txt
['729', 'revelations', 'whistle', 'blowers', 'concerning', 'department', 'defense'] GX021-69-7441405.txt
['730', 'possible', 'complications', 'potential', 'dangers', 'gastric', 'bypass', 'surgery'] GX267-35-12070030.txt
['730', 'possible', 'complications', 'potential', 'dangers', 'gastric', 'bypass', 'surgery'] GX006-29-9238736.txt
['730', 'possible', 'complications', 'potential', 'dangers', 'gastric', 'bypass', 'surgery'] GX240-31-13546854.txt
['730', 'possible', 'complications', 'potential', 'dangers', 'gastric', 'bypass', 'surgery'] GX053-11-8123912.txt
['730', 'possible', 'complications', 'potential', 'dangers', 'gastric', 'bypass', 'surgery'] GX234-88-1054503.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX064-43-9736582.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX257-83-11731196.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX261-93-15694512.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX064-43-15206722.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX259-33-9792347.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX003-65-9397582.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX066-77-12016566.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX252-58-7075943.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX256-84-10205736.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX268-39-4557441.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX252-13-14007619.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX251-07-0933113.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX268-54-8290002.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX227-47-1477729.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX256-75-3081043.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX006-05-6317473.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX026-89-14280859.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX034-48-13674170.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX236-55-15001500.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX260-77-12142429.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX252-77-13936202.txt
['733', 'regulations', 'regarding', 'airline', 'overbooking'] GX000-29-8328421.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX055-95-10271296.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX261-71-15887160.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX051-19-5133766.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX017-68-13943308.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX054-64-16211491.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX232-11-3430864.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX262-22-16536810.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX004-61-15951057.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX237-98-8775079.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX038-37-1486264.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX026-69-12728019.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX030-96-1819564.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX043-67-7049410.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX060-73-1148806.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX260-70-8779175.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX020-69-12254259.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX256-47-3100554.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX024-50-15429036.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX254-71-10322303.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX254-47-2051545.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX259-24-8636681.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX027-59-12212600.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX053-76-3170604.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX038-61-12270163.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX016-46-15939314.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX260-51-7423863.txt
['735', 'condition', 'afghan', 'women', 'better', 'new', 'government', 'taliban'] GX238-81-5416837.txt
['737', 'allegations', 'made', 'enrons', 'culpability', 'california', 'energy', 'crisis'] GX256-10-1118243.txt
['737', 'allegations', 'made', 'enrons', 'culpability', 'california', 'energy', 'crisis'] GX240-66-1033049.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX000-16-4063715.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX056-13-10910996.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX012-43-0650616.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX264-53-2498381.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX037-89-8599111.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX033-80-1485499.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX048-46-2709423.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX260-73-13860753.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX261-21-5473442.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX243-03-14981284.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX087-61-12379524.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX012-50-2664354.txt
['738', 'examples', 'anthrax', 'hoaxes'] GX267-72-1337466.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX268-44-14627838.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX101-78-13528786.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX271-20-11354505.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX241-38-10806837.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX241-49-4122059.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX251-03-1726839.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX239-50-7698871.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX255-12-5994883.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX000-47-16664622.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX271-69-0257817.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX024-21-12768681.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX252-50-4187932.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX141-69-12102738.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX012-95-3579128.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX260-60-5427394.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX257-99-8164202.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX251-14-6295896.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX051-08-2365574.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX019-97-10776270.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX022-16-9287126.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX262-56-13887588.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX241-48-16759947.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX017-03-1777733.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX252-40-15601030.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX252-39-13365891.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX268-44-1955857.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX060-47-8777378.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX020-60-2262246.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX242-31-12779636.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX255-13-0372574.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX254-69-16404072.txt
['739', 'organization', 'habitat', 'humanity', 'activities', 'involved'] GX048-83-4133240.txt
